  0.0000000e+000  0.0000000e+000  0.0000000e+000
  1.0000000e-001 -4.2688416e-004 -2.4546186e-004
  2.0000000e-001 -1.7287294e-002 -1.6715490e-002
  3.0000000e-001 -4.5412377e-002 -4.4388430e-002
  4.0000000e-001 -8.1338666e-002 -7.9870497e-002
  5.0000000e-001 -1.2282311e-001 -1.2094543e-001
  6.0000000e-001 -1.6844482e-001 -1.6619809e-001
  7.0000000e-001 -2.1732236e-001 -2.1474371e-001
  8.0000000e-001 -2.6892595e-001 -2.6604591e-001
  9.0000000e-001 -3.2295697e-001 -3.1979898e-001
  1.0000000e+000 -3.7927169e-001 -3.7585262e-001
  1.1000000e+000 -4.3783321e-001 -4.3416424e-001
  1.2000000e+000 -4.9868152e-001 -4.9476907e-001
  1.3000000e+000 -5.6191484e-001 -5.5776140e-001
  1.4000000e+000 -6.2767856e-001 -6.2328335e-001
  1.5000000e+000 -6.9615889e-001 -6.9151847e-001
  1.6000000e+000 -7.6758019e-001 -7.6268894e-001
  1.7000000e+000 -8.4220441e-001 -8.3705497e-001
  1.8000000e+000 -9.2033329e-001 -9.1491693e-001
  1.9000000e+000 -1.0023118e+000 -9.9661882e-001
  2.0000000e+000 -1.0885328e+000 -1.0825528e+000
  2.1000000e+000 -1.1794461e+000 -1.1731688e+000
  2.2000000e+000 -1.2755671e+000 -1.2689823e+000
  2.3000000e+000 -1.3774878e+000 -1.3705863e+000
  2.4000000e+000 -1.4858985e+000 -1.4786729e+000
  2.5000000e+000 -1.6016038e+000 -1.5940495e+000
  2.6000000e+000 -1.7255484e+000 -1.7176650e+000
  2.7000000e+000 -1.8588658e+000 -1.8506591e+000
  2.8000000e+000 -2.0029134e+000 -1.9943979e+000
  2.9000000e+000 -2.1593387e+000 -2.1505416e+000
  3.0000000e+000 -2.3301899e+000 -2.3211572e+000
  3.1000000e+000 -2.5180134e+000 -2.5088185e+000
  3.2000000e+000 -2.7260516e+000 -2.7168094e+000
  3.3000000e+000 -2.9585124e+000 -2.9494023e+000
  3.4000000e+000 -3.2209120e+000 -3.2122145e+000
  3.5000000e+000 -3.5207232e+000 -3.5128882e+000
  3.6000000e+000 -3.8681256e+000 -3.8618868e+000
  3.7000000e+000 -4.2772891e+000 -4.2738878e+000
  3.8000000e+000 -4.7675297e+000 -4.7691068e+000
  3.9000000e+000 -5.3626446e+000 -5.3728512e+000
  4.0000000e+000 -6.0794929e+000 -6.1036275e+000
  4.1000000e+000 -6.8875538e+000 -6.9292567e+000
  4.2000000e+000 -7.6701402e+000 -7.7253050e+000
  4.3000000e+000 -8.3124014e+000 -8.3735762e+000
  4.4000000e+000 -8.7971014e+000 -8.8605121e+000
  4.5000000e+000 -9.1582674e+000 -9.2229602e+000
  4.6000000e+000 -9.4309391e+000 -9.4969087e+000
  4.7000000e+000 -9.6401729e+000 -9.7076298e+000
  4.8000000e+000 -9.8027604e+000 -9.8719273e+000
  4.9000000e+000 -9.9300296e+000 -1.0001097e+001
  5.0000000e+000 -1.0029802e+001 -1.0102926e+001
  5.1000000e+000 -1.0107647e+001 -1.0182957e+001
  5.2000000e+000 -1.0167633e+001 -1.0245237e+001
  5.3000000e+000 -1.0212809e+001 -1.0292801e+001
  5.4000000e+000 -1.0245500e+001 -1.0327965e+001
  5.5000000e+000 -1.0267529e+001 -1.0352546e+001
  5.6000000e+000 -1.0280326e+001 -1.0367967e+001
  5.7000000e+000 -1.0285049e+001 -1.0375386e+001
  5.8000000e+000 -1.0282637e+001 -1.0375740e+001
  5.9000000e+000 -1.0273854e+001 -1.0369792e+001
  6.0000000e+000 -1.0259343e+001 -1.0358185e+001
  6.1000000e+000 -1.0239636e+001 -1.0341452e+001
  6.2000000e+000 -1.0215176e+001 -1.0320037e+001
  6.3000000e+000 -1.0186344e+001 -1.0294321e+001
  6.4000000e+000 -1.0153467e+001 -1.0264632e+001
  6.5000000e+000 -1.0116812e+001 -1.0231239e+001
  6.6000000e+000 -1.0076617e+001 -1.0194378e+001
  6.7000000e+000 -1.0033085e+001 -1.0154256e+001
  6.8000000e+000 -9.9863933e+000 -1.0111047e+001
  6.9000000e+000 -9.9366875e+000 -1.0064898e+001
  7.0000000e+000 -9.8840994e+000 -1.0015942e+001
  7.1000000e+000 -9.8287470e+000 -9.9642926e+000
  7.2000000e+000 -9.7707299e+000 -9.9100495e+000
  7.3000000e+000 -9.7101320e+000 -9.8532942e+000
  7.4000000e+000 -9.6470315e+000 -9.7941018e+000
  7.5000000e+000 -9.5815019e+000 -9.7325412e+000
  7.6000000e+000 -9.5136067e+000 -9.6686708e+000
  7.7000000e+000 -9.4433996e+000 -9.6025389e+000
  7.8000000e+000 -9.3709349e+000 -9.5341925e+000
  7.9000000e+000 -9.2962681e+000 -9.4636781e+000
  8.0000000e+000 -9.2194517e+000 -9.3910382e+000
  8.1000000e+000 -9.1405320e+000 -9.3163083e+000
  8.2000000e+000 -9.0595599e+000 -9.2395269e+000
  8.3000000e+000 -8.9765926e+000 -9.1607366e+000
  8.4000000e+000 -8.8916898e+000 -9.0799812e+000
  8.5000000e+000 -8.8049077e+000 -8.9973006e+000
  8.6000000e+000 -8.7163099e+000 -8.9127406e+000
  8.7000000e+000 -8.6259696e+000 -8.8263552e+000
  8.8000000e+000 -8.5339656e+000 -8.7382031e+000
  8.9000000e+000 -8.4403752e+000 -8.6483418e+000
  9.0000000e+000 -8.3452835e+000 -8.5568368e+000
  9.1000000e+000 -8.2487857e+000 -8.4637634e+000
  9.2000000e+000 -8.1509822e+000 -8.3692032e+000
  9.3000000e+000 -8.0519709e+000 -8.2732374e+000
  9.4000000e+000 -7.9518555e+000 -8.1759547e+000
  9.5000000e+000 -7.8507468e+000 -8.0774531e+000
  9.6000000e+000 -7.7487558e+000 -7.9778338e+000
  9.7000000e+000 -7.6459884e+000 -7.8771960e+000
  9.8000000e+000 -7.5425518e+000 -7.7756435e+000
  9.9000000e+000 -7.4385544e+000 -7.6732847e+000
  1.0000000e+001 -7.3340992e+000 -7.5702261e+000
  1.0100000e+001 -7.2292816e+000 -7.4665686e+000
  1.0200000e+001 -7.1241934e+000 -7.3624129e+000
  1.0300000e+001 -7.0189230e+000 -7.2578586e+000
